id,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,description,rating,base_marina,country,photos,userId,createdAt
48,ADELA,Motor Yachts,10.0,5.0,5.0,28.93,2024.0,SD96,15071,16714,15071,15071,"The 28.93m/94'11"" motor yacht 'Adela' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Sanlorenzo and featuring interior styling by Spanish designer Patricia Urquiola she can comfortably accommodate up to 10 guests in 5 cabins.",4.9,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADELA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADELA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADELA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADELA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADELA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
49,ADEONA,Catamarans,8.0,4.0,3.0,20.37,2024.0,Alegria 67,8286,10786,8286,10786,"The 20.36m/66'10"" catamaran yacht 'Adeona' is an excellent new superyacht for the luxury charter market. Delivered by the French shipyard Fountaine Pajot she can comfortably accommodate up to 8 guests in 4 cabins.",4.4,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADEONA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADEONA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADEONA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADEONA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADEONA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
50,ADESSO,Sailing Yachts,8.0,4.0,4.0,32.31,2012.0,Custom,5714,6500,5714,6500,The 32.31m/106' sail yacht 'Adesso' by shipyard CCYD offers flexible accommodation for up to 8 guests in 4 cabins.,4.2,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADESSO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADESSO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADESSO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADESSO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADESSO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
52,ADMIRAL,Gulet Yachts,36.0,16.0,9.0,47.0,2023.0,Custom,7000,8143,7000,7000,"The 47m/154'2"" gulet yacht 'Admiral' by shipyard Custom offers flexible accommodation for up to 36 guests in 16 cabins.",3.4,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADMIRAL/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADMIRAL/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADMIRAL/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADMIRAL/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADMIRAL/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
53,ADRI,Gulet Yachts,12.0,6.0,8.0,45.5,2024.0,Custom,14071,15571,14071,14071,"The 45.5m/149'3"" gulet yacht 'Adri' is an excellent new superyacht for the luxury charter market. Delivered by shipyard Radez she can comfortably accommodate up to 12 guests in 6 cabins.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRI/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRI/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRI/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRI/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRI/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
54,ADRIATIC DRAGON,Catamarans,8.0,4.0,4.0,23.77,2019.0,Seventy 7,10929,11571,10929,11571,"The 23.28m/76'5"" 'Adriatic Dragon' catamaran yacht built by the French shipyard Lagoon is available for charter for up to 8 guests in 4 cabins.",4.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC DRAGON/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC DRAGON/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC DRAGON/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC DRAGON/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC DRAGON/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
55,ADRIATIC ESCAPE,Motor Yachts,10.0,5.0,4.0,30.13,2018.0,Custom,7000,7000,7000,7000,The 29.87m/98' 'Adriatic Escape' motor yacht built by the American shipyard Burger Boat is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by American designer Burger Boat.,4.7,Komodo,Indonesia,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC ESCAPE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC ESCAPE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC ESCAPE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC ESCAPE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC ESCAPE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
56,ADRIATIC HOLIDAY,Gulet Yachts,10.0,5.0,4.0,27.0,2023.0,Custom,2929,3714,2929,2929,"The 27m/88'7"" gulet yacht 'Adriatic Holiday' by Baldeniz Shipyard offers flexible accommodation for up to 10 guests in 5 cabins.",4.7,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC HOLIDAY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC HOLIDAY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC HOLIDAY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC HOLIDAY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADRIATIC HOLIDAY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
57,ADVA,Motor Yachts,12.0,5.0,7.0,35.3,2023.0,Mediterraneo 116,21643,29071,21643,29071,"The 35.5m/116'6"" motor yacht 'Adva' by the Italian shipyard Benetti offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Italian designer Salvagni Architetti.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
58,ADVENTURE,Motor Yachts,12.0,6.0,12.0,52.7,2024.0,Custom,36643,44786,36643,44786,"The 52.69m/172'10"" motor yacht 'Adventure' by the Dutch shipyard Feadship offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by English designer Terence Disdale.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVENTURE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVENTURE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVENTURE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVENTURE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ADVENTURE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
59,AEGEAN CLIPPER,Gulet Yachts,22.0,11.0,5.0,41.0,2019.0,Custom,3643,4429,3643,4429,"The 41m/134'6"" 'Aegean Clipper' gulet yacht built by Bodrum Shipyard is available for charter for up to 22 guests in 11 cabins.",4.1,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN CLIPPER/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN CLIPPER/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN CLIPPER/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN CLIPPER/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN CLIPPER/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
60,AEGEAN SCHATZ,Gulet Yachts,10.0,5.0,5.0,32.0,2023.0,Custom,4429,5643,4429,4429,The 32m/105' 'Aegean Schatz ' gulet yacht built by shipyard Yener is available for charter for up to 10 guests in 5 cabins.,4.3,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN SCHATZ/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN SCHATZ/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN SCHATZ/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN SCHATZ/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEAN SCHATZ/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
61,AEGEOTISSA II,Sailing Yachts,24.0,12.0,5.0,39.99,2022.0,Custom,4500,4500,4500,4500,"The 39.99m/131'2"" sail yacht 'Aegeotissa II' by shipyard Custom offers flexible accommodation for up to 24 guests in 12 cabins.",3.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEOTISSA II/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEOTISSA II/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEOTISSA II/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEOTISSA II/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AEGEOTISSA II/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
62,AELIA,Motor Yachts,12.0,8.0,14.0,56.0,2024.0,Custom,56786,63500,56786,63500,"The 56m/183'9"" 'Aelia' motor yacht built by the Italian shipyard Benetti is available for charter for up to 12 guests in 8 cabins. This award winning yacht features interior styling by Central Yacht.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
63,AELLO,Classic Yachts,8.0,4.0,5.0,38.0,2011.0,Custom,5714,5714,5714,5714,The 38.1m/125' classic yacht 'Aello' by shipyard Max Oertz offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Owner.,5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELLO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELLO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELLO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELLO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AELLO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
65,AERO,Motor Yachts,10.0,5.0,7.0,39.6,2023.0,CRN 128,22000,24286,22786,26071,"The 39.6m/129'11"" motor yacht 'Aero' by the Italian shipyard CRN Yachts offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Zuccon.",4.8,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AERO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AERO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AERO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AERO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AERO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
66,AETERNA,Motor Yachts,20.0,10.0,12.0,53.28,2024.0,Custom,20000,28286,20000,20000,"The 53.28m/174'10"" motor yacht 'Aeterna' by shipyard Radez offers flexible accommodation for up to 20 guests in 10 cabins.",5.0,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETERNA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETERNA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETERNA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETERNA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETERNA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
67,AETHER,Catamarans,8.0,4.0,3.0,20.47,2023.0,Custom,4929,6571,4929,6571,"The 20.36m/66'10"" 'Aether' catamaran yacht built by the French shipyard Fountaine Pajot is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Berret Racoupeau.",4.3,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETHER/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETHER/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETHER/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETHER/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AETHER/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
68,AFRICA I,Motor Yachts,12.0,6.0,12.0,47.0,2024.0,Custom,33071,36429,33071,33071,"The 47m/154'2"" motor yacht 'Africa I' by the Italian shipyard Benetti offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by French designer Zuretti.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFRICA I/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFRICA I/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFRICA I/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFRICA I/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFRICA I/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
69,AFTER V,Motor Yachts,8.0,4.0,3.0,24.79,2016.0,Ferretti 800,7429,7429,6143,6143,"The 24.4m/80'1"" 'After V' motor yacht built by the Italian shipyard Ferretti Yachts is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Italian designer Zuccon.",4.0,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER V/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER V/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER V/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER V/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER V/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
70,AFTER YOU,Motor Yachts,12.0,6.0,13.0,54.99,2022.0,Custom,55286,58643,55286,55286,"After You was the largest and one of the most powerful Heesen yachts when she was delivered in 2011. Powered by a pair of 4,300kW, MTU 20V 4000 M93L diesel engines, After You will reach a notable top speed of 24 knots. In consultation with Van Oossanen Associates, Heesen’s in-house naval architects have created a sophisticated and highly efficient hard-chine hull, while Frank Laupman from Omega Architects drew the sleek and elegant exterior lines.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER YOU/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER YOU/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER YOU/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER YOU/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AFTER YOU/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
74,AGAPA,Open Yachts,9.0,4.0,3.0,26.49,2024.0,Predator 84,6357,6357,6357,6357,The 25.6m/84' open yacht 'Agapa' by the British shipyard Sunseeker offers flexible accommodation for up to 9 guests in 4 cabins and features interior styling by British designer Sunseeker.,4.0,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAPA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAPA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAPA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAPA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAPA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
76,AGATA BLU,Catamarans,10.0,4.0,4.0,22.77,2023.0,Sunreef 70,9000,10857,9000,10857,"The 22.7m/74'6"" catamaran yacht 'Agata Blu' is an excellent new superyacht for the luxury charter market. Delivered by the Polish shipyard Sunreef Yachts she can comfortably accommodate up to 10 guests in 4 cabins.",4.4,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGATA BLU/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGATA BLU/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGATA BLU/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGATA BLU/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGATA BLU/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
77,AGAVE,Motor Yachts,8.0,4.0,4.0,23.98,2022.0,Princess V85,6357,7500,6357,6357,The 25.91m/85' 'Agave' motor yacht built by the British shipyard Princess is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by British designer Princess.,4.7,French Riviera,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAVE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAVE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAVE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAVE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGAVE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
78,AGIO,Motor Yachts,10.0,5.0,5.0,27.41,2023.0,Grande 27M,12429,14071,12429,14071,"The 27.4m/89'11"" motor yacht 'Agio' by the Italian shipyard Azimut offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Achille Salvagni.",4.3,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGIO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGIO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGIO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGIO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGIO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
79,AGLAYA,Motor Yachts,8.0,4.0,2.0,20.98,2023.0,Fly 68,5500,6071,5214,5214,"The 20.98m/68'10"" motor yacht 'Aglaya' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Azimut and featuring interior styling by Italian designer Salvagni Architetti she can comfortably accommodate up to 8 guests in 4 cabins.",3.9,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGLAYA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGLAYA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGLAYA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGLAYA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AGLAYA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
